L,Parce,CLONE,LOCATION,REP,Interacao,R,FRY,AGY,PLH,DMC,DRY
5,2496,BGM1739,5,47,BGM17395,1,8.33,4.58,1.83,30.48,2.151639
5,2497,BGM1742,5,47,BGM17425,1,2.31,2.31,0.83,34.45,0.68838
5,2498,BGM1744,5,47,BGM17445,1,9.09,8.1,1.7,36.31,2.877894
5,2499,BRSCaip,5,47,BRSCaip5,1,37.62,26.97,2.23,35.93,11.767536
5,2500,BRSDour,5,47,BRSDour5,1,16.67,10.21,1.83,30.98,4.389211
5,2501,BRSForm,5,47,BRSForm5,1,35.65,17.13,2.13,37.06,11.554165
5,2502,BRSGema,5,47,BRSGema5,1,11.57,14.58,2.33,36.65,3.7024
5,2503,BRSKiri,5,47,BRSKiri5,1,27.78,13.66,1.88,36.98,8.981274
5,2504,BRSNovo,5,47,BRSNovo5,1,36.11,31.02,2.33,40.05,12.78294
5,2505,BRSPoti,5,47,BRSPoti5,1,31.71,29.51,2,37.68,10.473813
5,2506,BRSTapi,5,47,BRSTapi5,1,27.78,12.5,1.83,37.28,9.064614
5,2507,BRSVerd,5,47,BRSVerd5,1,27.66,25.81,2.03,35.73,8.596728
5,2508,Cigana,5,47,Cigana5,1,43.87,23.26,2.28,38.63,14.907026
5,2509,Corrente,5,47,Corrente5,1,32.35,19.56,2.28,40.21,11.50366
5,2510,Eucalip,5,47,Eucalip5,1,2.31,7.06,1.73,34,0.677985
5,2511,FBranca,5,47,FBranca5,1,11.63,4.84,0.94,28.73,2.800504
5,2512,IAC90,5,47,IAC905,1,12.73,4.63,1.43,35.34,3.906837
5,2513,OlhoJun,5,47,OlhoJun5,1,11.39,3.06,0.7,32.2,3.137945
5,2514,962409,5,48,9624095,1,25.69,23.73,1.73,36.31,8.133454
5,2515,BGM1745,5,48,BGM17455,1,8.51,4.13,1.6,37.78,2.819363
5,2516,BGM1748,5,48,BGM17485,1,4.74,3.28,1.48,34.55,1.41726
5,2517,BGM1749,5,48,BGM17495,1,22.6,7.66,1.2,27.97,5.27032
5,2518,BGM1753,5,48,BGM17535,1,16.14,12.74,2.27,33.31,4.625724
5,2519,BGM1754,5,48,BGM17545,1,23.26,12.5,1.92,29.22,5.714982
5,2520,BGM1756,5,48,BGM17565,1,14.1,11.99,2.03,38.31,4.74606
5,2521,BGM1760,5,48,BGM17605,1,31.76,11.02,2,37.31,10.372816
5,2522,BGM1761,5,48,BGM17615,1,33.18,18.35,1.97,34.36,9.857778
5,2523,BGM1763,5,48,BGM17635,1,37.04,12.04,1.53,32.67,10.378608
5,2524,BGM1766,5,48,BGM17665,1,33.7,28.84,2.13,40.36,12.03427
5,2525,BGM1768,5,48,BGM17685,1,33.91,14.24,2,39.44,11.797289
5,2526,BGM1779,5,48,BGM17795,1,18.84,29.41,2.5,43.31,7.283544
5,2527,BGM1782,5,48,BGM17825,1,12.96,7.75,2.05,38.1,4.33512
5,2528,BGM1783,5,48,BGM17835,1,7.29,5.1,1.8,38.1,2.438505
5,2529,BGM1784,5,48,BGM17845,1,26.74,29.86,2.3,37.28,8.725262
5,2530,BGM1814,5,48,BGM18145,1,6.02,14,1.77,38.94,2.064258
5,2531,BGM1818,5,48,BGM18185,1,11.69,4.51,1.57,33.38,3.358537
5,2532,BGM1819,5,48,BGM18195,1,15.86,19.21,2.43,40.36,5.663606
5,2533,BGM1821,5,48,BGM18215,1,41.44,20.14,1.9,35.46,12.767664
5,2534,BGM1822,5,48,BGM18225,1,31.37,17.13,2.33,36.05,9.85018
5,2535,BGM1834,5,48,BGM18345,1,32.06,13.89,2.07,33.31,9.188396
5,2536,BGM1835,5,48,BGM18355,1,35.3,3.94,1.87,38.82,12.06201
5,2537,BGM1847,5,48,BGM18475,1,39.7,41.44,2.17,39.2,13.71635
5,2538,BGM1866,5,48,BGM18665,1,17.13,9.49,2.03,35.75,5.32743
5,2539,BGM1880,5,48,BGM18805,1,29.28,18.63,2.53,35.75,9.10608
5,2540,BGM1881,5,48,BGM18815,1,21.3,23.84,1.87,35.66,6.60513
5,2541,BGM1942,5,48,BGM19425,1,61.34,35.42,2.47,28.17,14.427168
5,2542,BGM1956,5,48,BGM19565,1,6.93,8.39,1.83,31.71,1.875258
5,2543,BGM1957,5,48,BGM19575,1,6.94,7.99,2.43,31.49,1.862696
5,2544,BGM1962,5,48,BGM19625,1,33.1,18.69,2.53,38.97,11.35992
5,2545,BGM1980,5,48,BGM19805,1,5.09,4.98,1.93,34.32,1.510203
5,2546,BGM1985,5,48,BGM19855,1,3.5,8.36,1.73,36.26,1.10635
5,2547,BGM2017,5,48,BGM20175,1,6.81,5.51,0.77,33.56,1.968771
5,2548,BGM2018,5,48,BGM20185,1,19.21,9.03,1.7,34,5.638135
5,2549,BGM2022,5,48,BGM20225,1,2.75,5.35,1.43,34.55,0.82225
5,2550,BGM2028,5,48,BGM20285,1,2.53,5.44,0.8,31.13,0.669944
5,2551,BGM2030,5,48,BGM20305,1,36.17,12.06,1.63,38.1,12.098865
5,2552,BGM2032,5,48,BGM20325,1,23.84,15.63,1.25,39.25,8.24864
5,2553,BRSCaip,5,48,BRSCaip5,1,29.86,26.27,2.2,38.53,10.116568
5,2554,BRSDour,5,48,BRSDour5,1,14.81,12.15,2.27,32.2,4.080155
5,2555,BRSForm,5,48,BRSForm5,1,32.52,19.1,1.93,35.27,9.957624
5,2556,BRSGema,5,48,BRSGema5,1,12.96,13.89,1.97,36.86,4.174416
5,2557,BRSKiri,5,48,BRSKiri5,1,35.76,18.75,1.97,34.9,10.8174
5,2558,BRSNovo,5,48,BRSNovo5,1,36.46,30.9,2.13,36.74,11.700014
5,2559,BRSPoti,5,48,BRSPoti5,1,41.67,30.79,2.53,37.68,13.763601
5,2560,BRSTapi,5,48,BRSTapi5,1,28.3,15.28,2.33,34.21,8.36548
5,2561,BRSVerd,5,48,BRSVerd5,1,17.2,15.07,1.8,37.9,5.719
5,2562,Cigana,5,48,Cigana5,1,25.61,17.65,2.08,37.11,8.313006
5,2563,Corrente,5,48,Corrente5,1,21,12.44,1.99,40.36,7.4991
5,2564,Eucalip,5,48,Eucalip5,1,21.47,12.38,2.1,36.54,6.846783
5,2565,FBranca,5,48,FBranca5,1,9.97,7.78,0.97,29.11,2.438662
5,2566,IAC90,5,48,IAC905,1,8.68,4.4,0.97,34.21,2.565808
5,2567,OlhoJun,5,48,OlhoJun5,1,16.9,6.94,1.13,33.31,4.84354
6,2568,962409,6,49,9624096,1,25.43,29.56,2,35.89,7.944332
6,2569,BGM0004,6,49,BGM00046,1,9.03,30.73,2.17,37.28,2.946489
6,2570,BGM0005,6,49,BGM00056,1,8.51,32.12,2.08,34.55,2.54449
6,2571,BGM0019,6,49,BGM00196,1,18.92,24.31,2.07,32.67,5.301384
6,2572,BGM0020,6,49,BGM00206,1,28.47,19.18,1.75,34.02,8.361639
6,2573,BGM0021,6,49,BGM00216,1,24.05,48.87,2.1,34.36,7.145255
6,2574,BGM0022,6,49,BGM00226,1,13.19,28.6,1.78,32.25,3.64044
6,2575,BGM0024,6,49,BGM00246,1,5.64,36.28,1.73,31.49,1.513776
6,2576,BGM0029,6,49,BGM00296,1,16.71,49.7,2.2,32.98,4.733943
6,2577,BGM0030,6,49,BGM00306,1,13.15,30.82,1.93,32.67,3.68463
6,2578,BGM0036,6,49,BGM00366,1,29.17,33.16,2.4,38.95,10.00531
6,2579,BGM0037,6,49,BGM00376,1,27.21,20.27,1.73,35,8.258235
6,2580,BGM0044,6,49,BGM00446,1,25.43,29.82,2.12,31.71,6.881358
6,2581,BGM0046,6,49,BGM00466,1,32.21,22.48,2.53,32.83,9.076778
6,2582,BGM0048,6,49,BGM00486,1,25.61,29.3,2.23,37.07,8.302762
6,2583,BGM0050,6,49,BGM00506,1,30.86,29.17,2.03,33.84,9.008034
6,2584,BGM0052,6,49,BGM00526,1,25.35,20.83,2.5,30.3,6.502275
6,2585,BGM0054,6,49,BGM00546,1,12.24,36.98,1.77,33.01,3.471264
6,2586,BGM0056,6,49,BGM00566,1,30.53,25.82,1.64,32.5,8.502605
6,2587,BGM0061,6,49,BGM00616,1,4.69,14.76,1.83,35.09,1.427636
6,2588,BGM0062,6,49,BGM00626,1,8.42,20.83,1.73,30.16,2.147942
6,2589,BGM0065,6,49,BGM00656,1,25.43,32.99,1.83,30.07,6.464306
6,2590,BGM0066,6,49,BGM00666,1,4.34,18.49,1.9,29.85,1.09368
6,2591,BGM0067,6,49,BGM00676,1,8.22,16.35,1.7,28.69,1.976088
6,2592,BGM0069,6,49,BGM00696,1,6.98,15.82,1.83,37.5,2.29293
6,2593,BGM0073,6,49,BGM00736,1,12.41,28.56,2.2,36.05,3.89674
6,2594,BGM0076,6,49,BGM00766,1,12.73,36.98,2.2,38.74,4.339657
6,2595,BGM0080,6,49,BGM00806,1,27.6,23.52,2.02,35.67,8.56152
6,2596,BGM0083,6,49,BGM00836,1,16.62,19.97,2.32,32.2,4.57881
6,2597,BGM0084,6,49,BGM00846,1,7.86,27.39,2.17,35.04,2.388654
6,2598,BGM0087,6,49,BGM00876,1,19.14,38.93,2.5,31.69,5.175456
6,2599,BGM0088,6,49,BGM00886,1,24.25,14.74,1.77,31.66,6.549925
6,2600,BGM0090,6,49,BGM00906,1,28.39,32.81,2.35,35.44,8.741281
6,2601,BGM0091,6,49,BGM00916,1,17.27,30.69,2.43,34.36,5.130917
6,2602,BGM0096,6,49,BGM00966,1,27.26,40.32,2.2,32.33,7.545568
6,2603,BGM0116,6,49,BGM01166,1,18.49,29.51,2.13,31.67,4.995998
6,2604,BGM0119,6,49,BGM01196,1,16.15,36.28,2.27,35.66,5.008115
6,2605,BRSCaip,6,49,BRSCaip6,1,31.16,32.68,2.15,37.67,10.289032
6,2606,BRSDour,6,49,BRSDour6,1,22.27,32.77,2.19,32.17,6.128704
6,2607,BRSForm,6,49,BRSForm6,1,31.34,21.09,1.97,34.36,9.311114
6,2608,BRSGema,6,49,BRSGema6,1,18.06,29.65,2.13,35.99,5.660004
6,2609,BRSJari,6,49,BRSJari6,1,10.89,9.59,1.52,27.03,2.437182
6,2610,BRSKiri,6,49,BRSKiri6,1,26.61,16.04,2.13,32.67,7.456122
6,2611,BRSNovo,6,49,BRSNovo6,1,35.13,36.37,2.09,37.92,11.687751
6,2612,BRSPoti,6,49,BRSPoti6,1,34.56,35.49,2.57,32.98,9.790848
6,2613,BRSTapi,6,49,BRSTapi6,1,31.99,25.87,1.93,34.7,9.612995
6,2614,BRSVerd,6,49,BRSVerd6,1,26.13,40.8,2.05,37.14,8.489637
6,2615,Cigana,6,49,Cigana6,1,18.75,29.86,2.08,35.36,5.758125
6,2616,Corrente,6,49,Corrente6,1,16.41,21.7,2,36.56,5.236431
6,2617,Eucalip,6,49,Eucalip6,1,18.19,21.7,2.2,34.05,5.34786
6,2618,FBranca,6,49,FBranca6,1,11.2,5.47,1.38,31.07,2.95904
6,2619,IAC90,6,49,IAC906,1,18.23,14.5,1.67,33.92,5.335921
6,2620,OlhoJun,6,49,OlhoJun6,1,16.8,13.02,1.32,34.27,4.97616
6,2621,962409,6,50,9624096,1,21.57,21.92,2.1,35.52,6.658659
6,2622,BGM0123,6,50,BGM01236,1,23.26,19.01,1.62,29.62,5.808022
6,2623,BGM0124,6,50,BGM01246,1,22.22,14.15,1.63,33.32,6.370474
6,2624,BGM0126,6,50,BGM01266,1,31.64,37.63,1.98,35.27,9.688168
6,2625,BGM0130,6,50,BGM01306,1,14.97,25.17,2.23,30.83,3.919146
6,2626,BGM0132,6,50,BGM01326,1,15.28,15.45,1.78,28.95,3.71304
6,2627,BGM0134,6,50,BGM01346,1,21.44,29.25,2.37,37.78,7.103072
6,2628,BGM0137,6,50,BGM01376,1,11.76,22.14,1.97,31.34,3.138744
6,2629,BGM0145,6,50,BGM01456,1,14.02,27.78,2.17,28.15,3.2947
6,2630,BGM0150,6,50,BGM01506,1,11.68,27.82,1.87,29.49,2.901312
6,2631,BGM0151,6,50,BGM01516,1,13.19,33.07,1.9,30.07,3.352898
6,2632,BGM0155,6,50,BGM01556,1,21.53,19.79,2.22,32.51,5.998258
6,2633,BGM0156,6,50,BGM01566,1,13.32,28.21,1.58,31.01,3.511152
6,2634,BGM0161,6,50,BGM01616,1,13.67,15.45,1.68,33.01,3.876812
6,2635,BGM0162,6,50,BGM01626,1,23.44,70.05,2.27,33.31,6.717904
6,2636,BGM0163,6,50,BGM01636,1,5.73,33.51,2.33,36.32,1.814691
6,2637,BGM0164,6,50,BGM01646,1,16.41,26.48,2.05,34.66,4.924641
6,2638,BGM0167,6,50,BGM01676,1,14.54,31.25,2.07,32.5,4.04939
6,2639,BGM0168,6,50,BGM01686,1,14.41,21.7,1.83,32.17,3.965632
6,2640,BGM0169,6,50,BGM01696,1,12.54,31.25,2.63,33.67,3.639108
6,2641,BGM0170,6,50,BGM01706,1,35.76,27,2,34,10.49556
6,2642,BGM0171,6,50,BGM01716,1,28.47,27.26,2.55,32.51,7.931742
6,2643,BGM0179,6,50,BGM01796,1,18.38,30.3,1.53,34.77,5.536056
6,2644,BGM0185,6,50,BGM01856,1,22.14,38.8,2.02,31.01,5.836104
6,2645,BGM0187,6,50,BGM01876,1,26.09,24.31,1.87,32.67,7.310418
6,2646,BGM0199,6,50,BGM01996,1,5.74,11.49,1.9,32.01,1.570464
6,2647,BGM0202,6,50,BGM02026,1,18.32,23.31,1.83,28.61,4.389472
6,2648,BGM0208,6,50,BGM02086,1,25.22,32.99,1.95,29.09,6.163768
6,2649,BGM0210,6,50,BGM02106,1,21.7,36.72,1.93,31.67,5.86334
6,2650,BGM0212,6,50,BGM02126,1,9.64,17.71,1.93,30.44,2.486156
6,2651,BGM0213,6,50,BGM02136,1,16.19,25.87,1.8,29.29,3.989216
6,2652,BGM0215,6,50,BGM02156,1,1.26,5.95,1.4,31.99,0.344484
6,2653,BGM0216,6,50,BGM02166,1,21.96,26.13,2.17,32.33,6.078528
6,2654,BGM0220,6,50,BGM02206,1,15.36,24.78,1.75,33.27,4.396032
6,2655,BGM0226,6,50,BGM02266,1,5.43,13.89,1.85,36.26,1.716423
6,2656,BGM0235,6,50,BGM02356,1,39.67,34.55,2.63,31.32,10.579989
6,2657,BGM0236,6,50,BGM02366,1,20.18,20.4,2.32,35.38,6.201314
6,2658,BGM0237,6,50,BGM02376,1,36.5,29.51,2.4,30.86,9.56665
6,2659,BGM0238,6,50,BGM02386,1,16.32,36.81,2.67,32.33,4.517376
6,2660,BGM0240,6,50,BGM02406,1,29.17,21.35,2,32.84,8.223023
6,2661,BGM0247,6,50,BGM02476,1,23.18,28.52,1.88,36.82,7.457006
6,2662,BGM0257,6,50,BGM02576,1,16.75,25.3,2.47,34.99,5.08195
6,2663,BGM0260,6,50,BGM02606,1,5.06,16.04,1.9,32.67,1.417812
6,2664,BGM0261,6,50,BGM02616,1,16.06,25.48,2.17,30.49,4.149904
6,2665,BGM0264,6,50,BGM02646,1,9.64,25.78,2.03,28.98,2.345412
6,2666,BRSCaip,6,50,BRSCaip6,1,37.89,35.89,2.2,37.93,12.609792
6,2667,BRSDour,6,50,BRSDour6,1,20.57,31.73,2.13,31.99,5.623838
6,2668,BRSForm,6,50,BRSForm6,1,26.69,20.14,1.85,33.95,7.82017
6,2669,BRSGema,6,50,BRSGema6,1,19.18,25.95,2.07,36.19,6.049372
6,2670,BRSJari,6,50,BRSJari6,1,13.63,9.42,1.48,26.81,3.020408
6,2671,BRSKiri,6,50,BRSKiri6,1,36.11,21.7,2.17,34.36,10.728281
6,2672,BRSNovo,6,50,BRSNovo6,1,36.81,34.72,2.22,37.41,12.058956
6,2673,BRSPoti,6,50,BRSPoti6,1,30.51,35.59,2.4,33.82,8.899767
6,2674,BRSTapi,6,50,BRSTapi6,1,28.65,25.95,2.05,34.62,8.586405
6,2675,BRSVerd,6,50,BRSVerd6,1,30.64,38.98,2.23,36.39,9.725136
6,2676,Cigana,6,50,Cigana6,1,16.75,26.48,2.15,35.32,5.137225
6,2677,Corrente,6,50,Corrente6,1,12.67,19.53,2.07,35.66,3.928967
6,2678,Eucalip,6,50,Eucalip6,1,19.49,22.57,2.38,33.65,5.6521
6,2679,FBranca,6,50,FBranca6,1,11.98,5.56,1.22,31.98,3.274134
6,2680,IAC90,6,50,IAC906,1,15.93,9.9,1.7,33.59,4.610142
6,2681,OlhoJun,6,50,OlhoJun6,1,15.8,13.02,1.57,34.07,4.64836
6,2682,962409,6,51,9624096,1,24.26,31.86,1.83,37.07,7.865092
6,2683,BGM0269,6,51,BGM02696,1,11.15,16.15,2,35.38,3.426395
6,2684,BGM0277,6,51,BGM02776,1,20.01,33.94,1.87,27.81,4.634316
6,2685,BGM0281,6,51,BGM02816,1,25.86,13.35,1.79,33.67,7.504572
6,2686,BGM0283,6,51,BGM02836,1,15.97,27.3,1.57,31.16,4.233647
6,2687,BGM0284,6,51,BGM02846,1,8.51,11.76,2.28,34.06,2.502791
6,2688,BGM0285,6,51,BGM02856,1,7.64,10.72,1.9,28.48,1.820612
6,2689,BGM0286,6,51,BGM02866,1,21.18,29.6,2.07,28.96,5.148858
6,2690,BGM0287,6,51,BGM02876,1,35.85,32.99,2.4,33.33,10.28178
6,2691,BGM0288,6,51,BGM02886,1,18.97,21.88,1.93,30.86,4.972037
6,2692,BGM0289,6,51,BGM02896,1,30.21,33.25,2.03,36.86,9.730641
6,2693,BGM0290,6,51,BGM02906,1,29.08,25.61,1.52,39.44,10.116932
6,2694,BGM0294,6,51,BGM02946,1,19.62,21.27,1.4,33.97,5.752584
6,2695,BGM0298,6,51,BGM02986,1,15.89,41.15,2.18,34.15,4.68755
6,2696,BGM0306,6,51,BGM03066,1,18.71,21.7,1.9,32.67,5.242542
6,2697,BGM0308,6,51,BGM03086,1,23.39,20.49,1.73,32.83,6.591302
6,2698,BGM0314,6,51,BGM03146,1,16.28,24.91,1.9,36.82,5.237276
6,2699,BGM0318,6,51,BGM03186,1,23.52,30.99,2.07,34.15,6.9384
6,2700,BGM0323,6,51,BGM03236,1,36.2,25.52,1.83,32.18,9.96586
6,2701,BGM0324,6,51,BGM03246,1,18.88,35.24,1.73,32.67,5.290176
6,2702,BGM0327,6,51,BGM03276,1,3.04,35.94,1.73,41.47,1.119328
6,2703,BGM0336,6,51,BGM03366,1,22.18,27.73,2.17,29.89,5.598232
6,2704,BGM0342,6,51,BGM03426,1,9.07,27.13,2.07,31.85,2.46704
6,2705,BGM0345,6,51,BGM03456,1,16.19,16.41,1.57,35.99,5.073946
6,2706,BGM0349,6,51,BGM03496,1,22.66,26.65,2.13,32.34,6.274554
6,2707,BGM0352,6,51,BGM03526,1,33.42,18.45,1.67,26.03,7.145196
6,2708,BGM0357,6,51,BGM03576,1,14.63,12.28,1.41,33.19,4.175402
6,2709,BGM0358,6,51,BGM03586,1,8.98,22.14,1.77,34.51,2.681428
6,2710,BGM0360,6,51,BGM03606,1,27.26,34.07,2.05,37.28,8.894938
6,2711,BGM0364,6,51,BGM03646,1,16.41,16.41,2.03,32.67,4.598082
6,2712,BGM0366,6,51,BGM03666,1,10.29,18.07,1.62,34.7,3.092145
6,2713,BGM0368,6,51,BGM03686,1,13.24,18.14,1.8,34.02,3.888588
6,2714,BGM0369,6,51,BGM03696,1,25.65,27.04,1.9,34.44,7.641135
6,2715,BGM0371,6,51,BGM03716,1,19.49,32.34,2.25,32.33,5.394832
6,2716,BGM0386,6,51,BGM03866,1,21.92,42.71,2.23,35.99,6.869728
6,2717,BGM0388,6,51,BGM03886,1,11.37,11.63,1.53,32.33,3.147216
6,2718,BGM0389,6,51,BGM03896,1,27.3,34.38,2.17,31.65,7.371
6,2719,BGM0390,6,51,BGM03906,1,18.32,15.84,1.62,30.83,4.796176
6,2720,BGM0395,6,51,BGM03956,1,23.74,21.88,1.83,34.7,7.13387
6,2721,BGM0396,6,51,BGM03966,1,29.43,25.17,1.9,35.04,8.943777
6,2722,BGM0399,6,51,BGM03996,1,22.92,29.56,1.73,31.01,6.041712
6,2723,BGM0400,6,51,BGM04006,1,26.13,30.3,1.83,36.32,8.275371
6,2724,BGM0407,6,51,BGM04076,1,14.28,17.53,1.73,27.36,3.242988
6,2725,BGM0408,6,51,BGM04086,1,21.01,31.25,1.8,37.23,6.845058
6,2726,BGM0410,6,51,BGM04106,1,30.3,26.74,1.9,36.73,9.72024
6,2727,BGM0411,6,51,BGM04116,1,13.5,20.4,1.63,38.53,4.5738
6,2728,BGM0413,6,51,BGM04136,1,13.8,23.26,2.17,34.85,4.1676
6,2729,BGM0414,6,51,BGM04146,1,26.04,20.92,1.9,34.85,7.86408
6,2730,BRSCaip,6,51,BRSCaip6,1,33.29,35.07,2.2,38.64,11.315271
6,2731,BRSDour,6,51,BRSDour6,1,18.97,27.34,2.25,32.67,5.315394
6,2732,BRSForm,6,51,BRSForm6,1,30.12,23.09,1.9,34.85,9.09624
6,2733,BRSGema,6,51,BRSGema6,1,23.87,27.99,2.15,35.6,7.387765
6,2734,BRSJari,6,51,BRSJari6,1,10.16,11.89,1.48,27.26,2.297176
6,2735,BRSKiri,6,51,BRSKiri6,1,35.68,23.65,1.98,33.17,10.175936
6,2736,BRSNovo,6,51,BRSNovo6,1,27.65,31.68,2.03,37.65,9.1245
6,2737,BRSPoti,6,51,BRSPoti6,1,32.55,39.41,2.23,33.32,9.332085
6,2738,BRSTapi,6,51,BRSTapi6,1,32.38,28.19,2.08,35.42,9.963326
6,2739,BRSVerd,6,51,BRSVerd6,1,31.64,41.49,1.9,35.99,9.915976
6,2740,Cigana,6,51,Cigana6,1,18.14,21.53,2.07,35.22,5.545398
6,2741,Corrente,6,51,Corrente6,1,13.85,27.13,1.88,36.39,4.39599
6,2742,Eucalip,6,51,Eucalip6,1,19.31,20.83,2.03,33.49,5.569004
6,2743,FBranca,6,51,FBranca6,1,12.5,7.2,1.5,32.17,3.44
6,2744,IAC90,6,51,IAC906,1,18.49,13.45,1.57,34.02,5.430513
6,2745,OlhoJun,6,51,OlhoJun6,1,14.41,14.67,1.27,34.36,4.281211
6,2746,962409,6,52,9624096,1,21.48,31.12,1.97,35.99,6.731832
6,2747,BGM0420,6,52,BGM04206,1,19.44,13.89,1.87,34.7,5.84172
6,2748,BGM0422,6,52,BGM04226,1,10.85,27.17,2,36.12,3.414495
6,2749,BGM0424,6,52,BGM04246,1,3.47,28.47,1.83,31.54,0.933083
6,2750,BGM0426,6,52,BGM04266,1,6.86,21.09,1.93,35.04,2.084754
6,2751,BGM0427,6,52,BGM04276,1,4.6,30.25,2.32,38.45,1.5548
6,2752,BGM0435,6,52,BGM04356,1,36.18,16.12,1.73,35.45,11.14344
6,2753,BGM0439,6,52,BGM04396,1,5.95,16.23,1.87,34.7,1.787975
6,2754,BGM0440,6,52,BGM04406,1,18.32,16.84,1.63,32.67,5.133264
6,2755,BGM0442,6,52,BGM04426,1,36.11,35.5,2.28,31.34,9.637759
6,2756,BGM0448,6,52,BGM04486,1,13.63,15.28,1.77,35.04,4.142157
6,2757,BGM0461,6,52,BGM04616,1,3.65,27.47,2.27,36.17,1.15048
6,2758,BGM0463,6,52,BGM04636,1,2.98,20.54,1.78,36.05,0.93572
6,2759,BGM0467,6,52,BGM04676,1,14.93,13.72,1.68,36.39,4.738782
6,2760,BGM0468,6,52,BGM04686,1,7.2,26.39,2.15,39.64,2.51928
6,2761,BGM0470,6,52,BGM04706,1,11.63,28.69,1.7,39.44,4.046077
6,2762,BGM0471,6,52,BGM04716,1,17.14,16.67,1.67,35.32,5.256838
6,2763,BGM0472,6,52,BGM04726,1,15.19,16.97,1.9,37.88,5.047637
6,2764,BGM0474,6,52,BGM04746,1,15.19,24.13,1.47,34.7,4.564595
6,2765,BGM0475,6,52,BGM04756,1,10.42,16.15,1.42,33.77,3.034304
6,2766,BGM0478,6,52,BGM04786,1,10.89,24.78,2.13,37.03,3.526182
6,2767,BGM0484,6,52,BGM04846,1,19.18,22.57,2.27,35.78,5.970734
6,2768,BGM0489,6,52,BGM04896,1,18.88,29.17,2.05,31.34,5.039072
6,2769,BGM0495,6,52,BGM04956,1,4.34,14.06,2.07,36.17,1.367968
6,2770,BGM0498,6,52,BGM04986,1,24.57,24.65,2.03,30.53,6.358716
6,2771,BGM0500,6,52,BGM05006,1,14.41,18.73,1.79,35.72,4.477187
6,2772,BGM0505,6,52,BGM05056,1,15.45,25.69,1.75,34.93,4.67826
6,2773,BGM0508,6,52,BGM05086,1,0.43,10.72,1.4,36.05,0.13502
6,2774,BGM0510,6,52,BGM05106,1,3.3,23.65,1.6,29.45,0.8184
6,2775,BGM0514,6,52,BGM05146,1,18.12,24.46,2.17,31.5,4.86522
6,2776,BGM0517,6,52,BGM05176,1,15.82,17.4,1.6,34.35,4.69854
6,2777,BGM0521,6,52,BGM05216,1,16.14,11.67,2.12,34.85,4.87428
6,2778,BGM0523,6,52,BGM05236,1,17.55,18.96,1.54,32.29,4.85082
6,2779,BGM0527,6,52,BGM05276,1,20.57,24.74,2.13,34.51,6.142202
6,2780,BGM0529,6,52,BGM05296,1,16.67,18.58,2.03,31.16,4.419217
6,2781,BGM0536,6,52,BGM05366,1,16.37,13.61,1.73,32.33,4.531216
6,2782,BGM0537,6,52,BGM05376,1,9.81,9.55,1.5,33.71,2.850786
6,2783,BGM0549,6,52,BGM05496,1,19.79,32.6,2.08,35.99,6.202186
6,2784,BGM0551,6,52,BGM05516,1,6.86,27.21,1.73,38.76,2.339946
6,2785,BGM0555,6,52,BGM05556,1,34.55,34.16,1.77,36.52,11.011085
6,2786,BGM0557,6,52,BGM05576,1,28.73,36.46,1.53,33.9,8.403525
6,2787,BGM0560,6,52,BGM05606,1,16.41,17.53,1.6,34,4.816335
6,2788,BGM0570,6,52,BGM05706,1,14.45,21.01,1.53,34.15,4.26275
6,2789,BGM0573,6,52,BGM05736,1,23.31,32.12,2,35.46,7.181811
6,2790,BGM0576,6,52,BGM05766,1,16.67,27.91,2.07,35.46,5.136027
6,2791,BRSCaip,6,52,BRSCaip6,1,36.28,33.9,1.9,37.86,12.048588
6,2792,BRSDour,6,52,BRSDour6,1,20.16,29.28,2.07,31.01,5.314176
6,2793,BRSForm,6,52,BRSForm6,1,30.6,23.61,1.7,34.36,9.09126
6,2794,BRSGema,6,52,BRSGema6,1,21.4,23.44,1.95,36.52,6.82018
6,2795,BRSJari,6,52,BRSJari6,1,9.03,8.77,1.73,28.11,2.118438
6,2796,BRSKiri,6,52,BRSKiri6,1,35.85,21.18,2.07,33.69,10.41084
6,2797,BRSNovo,6,52,BRSNovo6,1,29.3,35.76,2.23,37.65,9.669
6,2798,BRSPoti,6,52,BRSPoti6,1,36.28,36.63,2.3,34.02,10.655436
6,2799,BRSTapi,6,52,BRSTapi6,1,27.6,20.1,2,35.6,8.5422
6,2800,BRSVerd,6,52,BRSVerd6,1,28.56,36.26,1.84,36.69,9.150624
6,2801,Cigana,6,52,Cigana6,1,15.63,22.57,1.88,36.94,5.046927
6,2802,Corrente,6,52,Corrente6,1,15.29,19.36,1.87,37.41,5.009004
6,2803,Eucalip,6,52,Eucalip6,1,12.5,18.23,2.07,32.33,3.46
6,2804,FBranca,6,52,FBranca6,1,11.94,7.25,1.2,31.32,3.184398
6,2805,IAC90,6,52,IAC906,1,13.76,8.68,1.3,32.67,3.855552
6,2806,OlhoJun,6,52,OlhoJun6,1,19.31,15.93,1.2,34.7,5.802655
6,2807,962409,6,53,9624096,1,29.77,26.22,1.77,35.72,9.249539
6,2808,BGM0579,6,53,BGM05796,1,13.32,20.14,1.37,36.05,4.18248
6,2809,BGM0589,6,53,BGM05896,1,13.59,12.24,1.52,33.84,3.966921
6,2810,BGM0592,6,53,BGM05926,1,21.35,19.57,2.33,34.36,6.343085
